# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-5783
# Timestamp: Fri, 13-Aug-2021 12:13:54
Gene ID	Gene Name	'Crohn's disease' vs 'normal' .foldChange	'Crohn's disease' vs 'normal'.pValue
ENSG00000044574	HSPA5	0.4	0.0274860325535721
ENSG00000046604	DSG2	-0.2	0.50682189487015
ENSG00000046647	GEMIN8	-0.2	0.607947674249249
ENSG00000046651	OFD1	-0.2	0.414320362247697
ENSG00000046653	GPM6B	-0.3	0.129234044309225
ENSG00000047230	CTPS2	0.1	0.858707605980322
ENSG00000047249	ATP6V1H	0.1	0.714619071286425
ENSG00000047315	POLR2B	0.2	0.357544212814924
ENSG00000047346	FAM214A	-0.2	0.36163205253447
ENSG00000047365	ARAP2	0.1	0.725556434346713
ENSG00000047410	TPR	0.1	0.474983010994065
ENSG00000047457	CP	-0.1	0.903871761460478
ENSG00000047578	KIAA0556	-0.2	0.403287055270806
ENSG00000047579	DTNBP1	-0.1	0.862304502159142
ENSG00000047617	ANO2	0.8	0.0353534713185654
ENSG00000047621	C12orf4	0.2	0.424780557471872
ENSG00000047634	SCML1	-0.1	0.761688774018835
ENSG00000047644	WWC3	0.1	0.601178022298003
ENSG00000047648	ARHGAP6	-0.5	0.0240667749630435
ENSG00000047849	MAP4	0.1	0.506434964516737
ENSG00000047932	GOPC	0.1	0.807294690132847
ENSG00000047936	ROS1	-0.3	0.582626786130095
ENSG00000048028	USP28	-0.2	0.465785793297439
ENSG00000048052	HDAC9	-0.1	0.826159707213406
ENSG00000048140	TSPAN17	0.7	0.00802731029161628
ENSG00000048162	NOP16	0.2	0.656032237965143
ENSG00000048342	CC2D2A	-0.1	0.597368752328921
ENSG00000048392	RRM2B	-0.2	0.69178392974735
ENSG00000048405	ZNF800	0.4	0.0940359255584167
ENSG00000048471	SNX29	-0.2	0.506205612671557
ENSG00000048540	LMO3	-0.2	0.605776442146753
ENSG00000048544	MRPS10	0.1	0.811416982318564
ENSG00000048707	VPS13D	-0.2	0.0127169225706701
ENSG00000048740	CELF2	0.2	0.146499401897066
ENSG00000048828	FAM120A	0.3	0.0870330834510685
ENSG00000048991	R3HDM1	0.3	0.0593150848049923
ENSG00000049089	COL9A2	0.7	0.0571010434297101
ENSG00000049130	KITLG	-0.2	0.413540256594419
ENSG00000049167	ERCC8	-0.1	0.79764812703575
ENSG00000049192	ADAMTS6	0.1	0.822855787235488
ENSG00000049239	H6PD	-0.4	0.00301188929010754
ENSG00000049245	VAMP3	0.1	0.632209939315906
ENSG00000049246	PER3	-0.1	0.759522231119224
ENSG00000049249	TNFRSF9	-0.6	0.0880193831678523
ENSG00000049283	EPN3	-0.6	0.196479167428447
ENSG00000049323	LTBP1	-0.2	0.494384234328161
ENSG00000049449	RCN1	0.6	0.0197398834131921
ENSG00000049540	ELN	0.4	0.231249554081608
ENSG00000049618	ARID1B	0.1	0.697915338854607
ENSG00000049656	CLPTM1L	0.4	0.089507240503872
ENSG00000049759	NEDD4L	-0.1	0.623693056254639
ENSG00000049769	PPP1R3F	0.1	0.849605054391982
ENSG00000049860	HEXB	-0.1	0.588890921939864
ENSG00000049883	PTCD2	-0.1	0.821145243388835
ENSG00000050130	JKAMP	-0.1	0.741553361944537
ENSG00000050165	DKK3	-0.2	0.472775393426459
ENSG00000050327	ARHGEF5	-0.1	0.675097629689817
ENSG00000050393	MCUR1	0.2	0.385542224529437
ENSG00000050405	LIMA1	0.2	0.0779179523395795
ENSG00000050426	LETMD1	-0.3	0.0741455879483746
ENSG00000050438	SLC4A8	-0.1	0.734047269097305
ENSG00000050628	PTGER3	0.4	0.370933399541045
ENSG00000050730	TNIP3	0.5	0.170119360891113
ENSG00000050748	MAPK9	-0.1	0.455524421858644
ENSG00000050820	BCAR1	0.1	0.779690760960832
ENSG00000051108	HERPUD1	0.1	0.702719725659817
ENSG00000051128	HOMER3	-0.1	0.858815304352405
ENSG00000051341	POLQ	0.1	0.863018085826494
ENSG00000051382	PIK3CB	-0.4	0.0429800333520235
ENSG00000051523	CYBA	-0.4	0.330225366629836
ENSG00000051596	THOC3	0.3	0.536794989627245
ENSG00000051620	HEBP2	-0.4	0.0216288039773154
ENSG00000052126	PLEKHA5	0.3	0.0484717415123848
ENSG00000052344	PRSS8	-0.1	0.750003131982953
ENSG00000052749	RRP12	-0.3	0.296054362500623
ENSG00000052841	TTC17	0.1	0.678564854213237
ENSG00000052850	ALX4	-0.2	0.814465025303195
ENSG00000053254	FOXN3	0.1	0.187592493009468
ENSG00000053371	AKR7A2	-0.1	0.778622870786106
ENSG00000053372	MRTO4	-0.4	0.221211666332301
ENSG00000053438	NNAT	-0.1	0.815188987989443
ENSG00000053501	USE1	-0.4	0.397430619889564
ENSG00000053524	MCF2L2	0.5	0.0384912125989426
ENSG00000053702	NRIP2	-0.3	0.306547204021409
ENSG00000053747	LAMA3	-0.5	0.0119583300185639
ENSG00000053770	AP5M1	0.1	0.719741801514097
ENSG00000053900	ANAPC4	-0.1	0.816606082505213
ENSG00000053918	KCNQ1	0.7	0.00395970747569404
ENSG00000054116	TRAPPC3	0.1	0.743325262214427
ENSG00000054219	LY75	-0.1	0.899836321583611
ENSG00000054267	ARID4B	0.1	0.540875056480639
ENSG00000054277	OPN3	-0.2	0.787671790504584
ENSG00000054282	SDCCAG8	0.1	0.649307230116022
ENSG00000054356	PTPRN	0.4	0.427242125636648
ENSG00000054392	HHAT	0.2	0.603537806290887
ENSG00000054598	FOXC1	0.2	0.675571678378802
ENSG00000054654	SYNE2	-0.1	0.308667908830676
ENSG00000054793	ATP9A	-0.1	0.755940694920599
ENSG00000054938	CHRDL2	0.9	0.020572909992728
ENSG00000054965	FAM168A	-0.3	0.11738848974993
ENSG00000054967	RELT	0.6	0.117022681315903
ENSG00000054983	GALC	0.1	0.658082394998341
ENSG00000055044	NOP58	0.6	7.62449835620959E-4
ENSG00000055070	SZRD1	0.2	0.382691272261294
ENSG00000055118	KCNH2	-0.3	0.565048068005847
ENSG00000055130	CUL1	-0.2	0.440034532513518
ENSG00000055147	FAM114A2	0.2	0.495558329951117
ENSG00000055163	CYFIP2	-0.2	0.609124769994745
ENSG00000055208	TAB2	0.1	0.437238092151455
ENSG00000055211	GINM1	0.1	0.801548702217781
ENSG00000055332	EIF2AK2	0.1	0.632623609811519
ENSG00000055483	AC022966.1	-0.2	0.455487363042189
ENSG00000055732	MCOLN3	0.2	0.674380760691295
ENSG00000055917	PUM2	-0.3	3.11985994981996E-4
ENSG00000055955	ITIH4	-0.2	0.740489642768243
ENSG00000056050	HPF1	0.3	0.299801919753885
ENSG00000056097	ZFR	0.3	0.00450364484338699
ENSG00000056277	ZNF280C	0.3	0.36847966665013
ENSG00000056558	TRAF1	-0.2	0.613579738423571
ENSG00000056586	RC3H2	0.3	0.00425642985624306
ENSG00000056736	IL17RB	-0.5	0.0950606953823823
ENSG00000056972	TRAF3IP2	0.1	0.521346576750473
ENSG00000056998	GYG2	0.7	0.13077365710482
ENSG00000057019	DCBLD2	0.2	0.359760393254216
ENSG00000057252	SOAT1	0.3	0.0353117880723002
ENSG00000057294	PKP2	0.4	0.0911905576443457
ENSG00000057593	F7	0.1	0.917027871904135
ENSG00000057608	GDI2	0.2	0.261414400233296
ENSG00000057657	PRDM1	1.1	6.36235633260573E-13
ENSG00000057663	ATG5	-0.2	0.482166062470803
ENSG00000057704	TMCC3	-0.4	0.108020902023336
ENSG00000057757	PITHD1	0.4	0.059976444383802
ENSG00000058056	USP13	-0.1	0.791223937910669
ENSG00000058063	ATP11B	-0.2	0.124564664426468
ENSG00000058085	LAMC2	-0.4	0.135647430336367
ENSG00000058091	CDK14	0.3	0.43611243788376
ENSG00000058262	SEC61A1	-0.1	0.728346060510816
ENSG00000058272	PPP1R12A	0.2	0.249891366393795
ENSG00000058335	RASGRF1	-0.1	0.921819862430844
ENSG00000058404	CAMK2B	0.3	0.69337185314665
ENSG00000058453	CROCC	-0.2	0.635747659301782
ENSG00000058600	POLR3E	-0.2	0.361780974834191
ENSG00000058668	ATP2B4	-0.1	0.849394425338452
ENSG00000058729	RIOK2	0.1	0.71430732724003
ENSG00000058799	YIPF1	0.1	0.902390587705904
ENSG00000058804	NDC1	0.3	0.2023653310424
ENSG00000059122	FLYWCH1	-0.4	0.115034546759376
ENSG00000059145	UNKL	-0.3	0.486763524572941
ENSG00000059378	PARP12	-0.1	0.645133833126074
ENSG00000059573	ALDH18A1	-0.4	0.0430583060895904
ENSG00000059588	TARBP1	-0.3	0.146234000659877
ENSG00000059691	GATB	0.4	0.299534634624219
ENSG00000059728	MXD1	0.2	0.449207137686532
ENSG00000059758	CDK17	0.1	0.581406919961259
ENSG00000059769	DNAJC25	-0.2	0.710616959259848
ENSG00000059804	SLC2A3	0.8	0.00239056742136659
ENSG00000059915	PSD	-0.4	0.264033329239368
ENSG00000060069	CTDP1	-0.2	0.586208535399263
ENSG00000060138	YBX3	0.4	0.106834701187403
ENSG00000060140	STYK1	0.2	0.569957863434795
ENSG00000060339	CCAR1	0.3	0.00692648629646293
ENSG00000060558	GNA15	-0.3	0.705400244291063
ENSG00000060566	CREB3L3	-0.3	0.234970727802681
ENSG00000060642	PIGV	0.3	0.474959236649773
ENSG00000060656	PTPRU	0.6	0.203265849295576
ENSG00000060688	SNRNP40	0.3	0.506205612671557
ENSG00000060709	RIMBP2	0.8	0.00301451246752792
ENSG00000060718	COL11A1	-0.5	0.338554433959554
ENSG00000060749	QSER1	-0.1	0.767819141632251
ENSG00000060762	MPC1	0.5	0.0412082742874396
ENSG00000060971	ACAA1	-0.7	0.0061723122473603
ENSG00000061273	HDAC7	0.5	0.00167585359194385
ENSG00000061337	LZTS1	0.5	0.302805880743849
ENSG00000061455	PRDM6	-0.2	0.688365278117434
ENSG00000061656	SPAG4	0.3	0.549472035128971
ENSG00000061794	MRPS35	0.2	0.559627019860064
ENSG00000061918	GUCY1B1	0.2	0.536712417156148
ENSG00000061936	SFSWAP	-0.1	0.571916930775385
ENSG00000061938	TNK2	-0.3	0.325739041262472
ENSG00000061987	MON2	0.3	0.00423065382393339
ENSG00000062282	DGAT2	0.1	0.865627319389108
ENSG00000062485	CS	0.1	0.766850889012006
ENSG00000062524	LTK	-0.2	0.798902328354578
ENSG00000062582	MRPS24	-0.3	0.628562734620829
ENSG00000062598	ELMO2	0.2	0.322383990369028
ENSG00000062650	WAPL	-0.1	0.445190232620747
ENSG00000062716	VMP1	1.8	4.43285874253823E-16
ENSG00000062725	APPBP2	0.2	0.486564311646093
ENSG00000062822	POLD1	0.9	0.0180824765209975
ENSG00000063015	SEZ6	0.5	0.344335128623563
ENSG00000063046	EIF4B	-0.2	0.0543407670145088
ENSG00000063127	SLC6A16	-0.5	0.200224777763172
ENSG00000063169	BICRA	0.4	0.0874082838179501
ENSG00000063241	ISOC2	1.0	4.25538050270997E-4
ENSG00000063244	U2AF2	-0.1	0.640192971979974
ENSG00000063245	EPN1	-0.2	0.351098819168482
ENSG00000063322	MED29	0.1	0.512533975213418
ENSG00000063438	AHRR	-0.5	0.332793214038912
ENSG00000063587	ZNF275	0.2	0.537072851187548
ENSG00000063601	MTMR1	-0.3	0.245672776372429
ENSG00000063660	GPC1	0.4	0.248746696104776
ENSG00000063761	ADCK1	-0.2	0.597196833774299
ENSG00000063978	RNF4	-0.2	0.406341730866274
ENSG00000064012	CASP8	0.3	0.050443821724043
ENSG00000064042	LIMCH1	0.1	0.764609734786343
ENSG00000064102	INTS13	0.5	0.22295542479682
ENSG00000064199	SPA17	-0.1	0.863018085826494
ENSG00000064205	CCN5	-0.1	0.927234931781367
ENSG00000064225	ST3GAL6	0.2	0.602947780008667
ENSG00000064270	ATP2C2	-0.5	0.0544999576607707
ENSG00000064300	NGFR	0.1	0.875358054766795
ENSG00000064309	CDON	0.2	0.703915841351409
ENSG00000064313	TAF2	0.2	0.377491731602222
ENSG00000064393	HIPK2	-0.1	0.622030764772568
ENSG00000064419	TNPO3	0.2	0.16202429707759
ENSG00000064490	RFXANK	-0.6	0.264671708975233
ENSG00000064545	TMEM161A	1.5	3.76570608864296E-6
ENSG00000064547	LPAR2	0.5	0.202854788996675
ENSG00000064601	CTSA	-0.3	0.314159888686444
ENSG00000064607	SUGP2	-0.2	0.455947920738408
ENSG00000064651	SLC12A2	0.4	0.00239506459151847
ENSG00000064652	SNX24	0.2	0.707643235457076
ENSG00000064655	EYA2	-0.1	0.896034468967865
ENSG00000064666	CNN2	0.2	0.704856879081794
ENSG00000064687	ABCA7	-0.3	0.501711362952204
ENSG00000064692	SNCAIP	-0.8	0.00478740626836279
ENSG00000064703	DDX20	0.1	0.819191649505984
ENSG00000064726	BTBD1	-0.1	0.822988724766845
ENSG00000064763	FAR2	-0.3	0.251812152090557
ENSG00000064886	CHI3L2	-0.2	0.737515038630936
ENSG00000064932	SBNO2	0.2	0.677739059860148
ENSG00000064933	PMS1	0.3	0.32918068217861
ENSG00000064961	HMG20B	-0.7	1.78536605720324E-4
ENSG00000064989	CALCRL	0.1	0.851796605176446
ENSG00000064995	TAF11	-0.1	0.79635278138444
ENSG00000064999	ANKS1A	-0.1	0.603965794819696
ENSG00000065000	AP3D1	0.2	0.0904480053222311
ENSG00000065029	ZNF76	0.1	0.680773372159912
ENSG00000065054	SLC9A3R2	0.4	0.257688673087763
ENSG00000065060	UHRF1BP1	-0.1	0.625552620355411
ENSG00000065135	GNAI3	0.2	0.268000702460699
ENSG00000065154	OAT	-0.4	0.0683681322561207
ENSG00000065183	WDR3	0.2	0.423539140059168
ENSG00000065243	PKN2	0.1	0.404677132686131
ENSG00000065308	TRAM2	0.1	0.589460299828435
ENSG00000065320	NTN1	-0.3	0.383472005237707
ENSG00000065325	GLP2R	-0.6	0.0508323855378389
ENSG00000065361	ERBB3	-0.2	0.498944944657553
ENSG00000065413	ANKRD44	-0.2	0.501892349153727
ENSG00000065427	KARS1	0.1	0.716202495426345
ENSG00000065457	ADAT1	-0.6	0.0185916411685532
ENSG00000065485	PDIA5	-0.2	0.593588378520755
ENSG00000065491	TBC1D22B	-0.2	0.666157493799728
ENSG00000065518	NDUFB4	-0.1	0.638027066837689
ENSG00000065526	SPEN	-0.1	0.582105347213854
ENSG00000065534	MYLK	0.2	0.588073845983989
ENSG00000065548	ZC3H15	0.1	0.490615166225143
ENSG00000065559	MAP2K4	-0.1	0.743325262214427
ENSG00000065600	PACC1	0.2	0.748647300034683
ENSG00000065609	SNAP91	-0.4	0.529957403121125
ENSG00000065615	CYB5R4	0.3	0.104959833287268
ENSG00000065618	COL17A1	-0.9	1.79869496368818E-7
ENSG00000065621	GSTO2	-0.3	0.333255117489903
ENSG00000065665	SEC61A2	0.5	0.0236042546513446
ENSG00000065675	PRKCQ	-0.2	0.668592541203932
ENSG00000065717	TLE2	0.2	0.772443652058648
ENSG00000065802	ASB1	0.5	0.0269428521173873
ENSG00000065809	FAM107B	-0.1	0.746632998293515
ENSG00000065833	ME1	0.2	0.72704907406379
ENSG00000065882	TBC1D1	-0.2	0.153828520348162
ENSG00000065883	CDK13	-0.1	0.515392744236526
ENSG00000065911	MTHFD2	0.6	0.0140538995891388
ENSG00000065923	SLC9A7	-0.1	0.913617394257326
ENSG00000065970	FOXJ2	0.3	0.0630326218039648
ENSG00000065978	YBX1	-0.4	9.96980480593758E-8
ENSG00000065989	PDE4A	0.4	0.332730770516277
ENSG00000066027	PPP2R5A	-0.1	0.559853375492394
ENSG00000066044	ELAVL1	0.1	0.807034023571635
ENSG00000066056	TIE1	-0.3	0.449357004812758
ENSG00000066084	DIP2B	-0.4	7.52771907421367E-4
ENSG00000066117	SMARCD1	-0.2	0.558606024301898
ENSG00000066135	KDM4A	-0.2	0.464566006392344
ENSG00000066136	NFYC	0.5	3.68264482917184E-4
ENSG00000066230	SLC9A3	-0.5	0.0523250428165656
ENSG00000066248	NGEF	-0.6	0.0280490340607976
ENSG00000066279	ASPM	0.2	0.47727589466837
ENSG00000066294	CD84	0.3	0.434485541725146
ENSG00000066322	ELOVL1	-0.3	0.396640550146764
ENSG00000066336	SPI1	0.6	0.0219495123566396
ENSG00000066379	ZNRD1	-0.1	0.882881724883968
ENSG00000066382	MPPED2	0.3	0.578777288305028
ENSG00000066422	ZBTB11	-0.1	0.597196833774299
ENSG00000066427	ATXN3	-0.2	0.172759262679722
ENSG00000066455	GOLGA5	-0.2	0.370282158456057
ENSG00000066468	FGFR2	-0.2	0.498115389309295
ENSG00000066557	LRRC40	0.2	0.44895873588252
ENSG00000066583	ISOC1	-0.4	0.142728207514566
ENSG00000066629	EML1	-0.3	0.245773725568176
ENSG00000066697	MSANTD3	0.4	0.26745005319714
ENSG00000066735	KIF26A	-0.2	0.812107066135247
ENSG00000066739	ATG2B	0.1	0.709589143084204
ENSG00000066813	ACSM2B	0.8	0.06626619842702
ENSG00000066827	ZFAT	-0.1	0.793707454033378
ENSG00000066855	MTFR1	0.1	0.759792677330315
ENSG00000066923	STAG3	-0.5	0.117973197745543
ENSG00000066926	FECH	-0.3	0.356656605262573
ENSG00000067048	DDX3Y	0.2	0.781706898252087
ENSG00000067057	PFKP	-0.2	0.501699060025276
ENSG00000067064	IDI1	-0.1	0.651182850881721
ENSG00000067082	KLF6	0.3	0.0474524338748232
ENSG00000067113	PLPP1	-0.5	0.0864863346195853
ENSG00000067141	NEO1	-0.3	0.00625491258655009
ENSG00000067167	TRAM1	0.2	0.347575065550672
ENSG00000067177	PHKA1	0.4	0.316515097381029
ENSG00000067182	TNFRSF1A	0.2	0.179564625635991
ENSG00000067191	CACNB1	0.1	0.889290711917805
ENSG00000067208	EVI5	-0.2	0.441642391439339
ENSG00000067221	STOML1	-0.2	0.588355259280869
ENSG00000067225	PKM	-0.2	0.118064118127712
ENSG00000067248	DHX29	0.2	0.32196720493852
ENSG00000067334	DNTTIP2	0.4	0.072364031279263
ENSG00000067365	METTL22	-0.1	0.80418126612645
ENSG00000067369	TP53BP1	0.1	0.857053156844672
ENSG00000067445	TRO	-0.2	0.735457362476211
ENSG00000067533	RRP15	0.3	0.309937594099438
ENSG00000067560	RHOA	0.2	0.00653146244636639
ENSG00000067596	DHX8	-0.2	0.164835698547087
ENSG00000067601	PMS2P4	0.3	0.627739434865026
ENSG00000067606	PRKCZ	-0.5	0.0408066061530898
ENSG00000067646	ZFY	0.1	0.943629935542282
ENSG00000067704	IARS2	-0.1	0.485485339400584
ENSG00000067715	SYT1	-0.3	0.333456287156806
ENSG00000067829	IDH3G	-0.6	0.00395970747569404
ENSG00000067836	ROGDI	-0.1	0.912124093879216
ENSG00000067840	PDZD4	-0.3	0.652066916947493
ENSG00000067900	ROCK1	0.3	0.0320033855866928
ENSG00000067955	CBFB	0.2	0.515466183647781
ENSG00000067992	PDK3	-0.5	0.00834807919048378
ENSG00000068001	HYAL2	0.2	0.669031375557165
ENSG00000068024	HDAC4	-0.5	0.0578779317212407
ENSG00000068028	RASSF1	0.2	0.60252179193716
ENSG00000068078	FGFR3	-0.1	0.813928799634129
ENSG00000068079	IFI35	0.2	0.781365066226563
ENSG00000068097	HEATR6	0.1	0.852122470667479
ENSG00000068120	COASY	0.2	0.730562697243003
ENSG00000068305	MEF2A	-0.1	0.596733084647984
ENSG00000068323	TFE3	0.9	4.94110053430519E-7
ENSG00000068354	TBC1D25	-0.3	0.458889256185587
ENSG00000068366	ACSL4	0.7	0.00222288732633036
ENSG00000068383	INPP5A	-0.2	0.577568268282478
ENSG00000068394	GPKOW	-0.4	0.24870039279214
ENSG00000068400	GRIPAP1	0.3	0.297754112266531
ENSG00000068438	FTSJ1	0.2	0.564503414928729
ENSG00000068489	PRR11	-0.1	0.812411689034078
ENSG00000068615	REEP1	-0.3	0.333194040857268
ENSG00000068650	ATP11A	0.1	0.627931985906976
ENSG00000068654	POLR1A	-0.1	0.688387792205421
ENSG00000068697	LAPTM4A	0.3	0.0322998303867665
ENSG00000068724	TTC7A	-0.3	0.199406810875747
ENSG00000068745	IP6K2	-0.3	0.0524807371986493
ENSG00000068781	STON1-GTF2A1L	-0.2	0.711956037950568
ENSG00000068784	SRBD1	-0.1	0.772443652058648
ENSG00000068831	RASGRP2	-0.1	0.879574967353004
ENSG00000068878	PSME4	0.2	0.322141366324679
ENSG00000068885	IFT80	-0.1	0.758830356086201
ENSG00000068912	ERLEC1	0.1	0.688025295734706
ENSG00000068971	PPP2R5B	0.7	0.0168737824073566
ENSG00000068976	PYGM	0.1	0.820887580848665
ENSG00000069011	PITX1	0.1	0.880692717992811
ENSG00000069018	TRPC7	-0.6	0.193622791628058
ENSG00000069122	ADGRF5	0.1	0.845999572137441
ENSG00000069248	NUP133	0.1	0.849093298486631
ENSG00000069275	NUCKS1	0.2	0.0430583060895904
ENSG00000069345	DNAJA2	-0.1	0.422614965320403
ENSG00000069399	BCL3	0.9	2.25152696246759E-4
ENSG00000069431	ABCC9	0.4	0.107698677510917
ENSG00000069482	GAL	0.6	0.27974216395437
ENSG00000069493	CLEC2D	-0.2	0.597702432399137
ENSG00000069509	FUNDC1	-0.1	0.826009896846688
ENSG00000069535	MAOB	-0.5	0.0243687386712657
ENSG00000069667	RORA	0.4	0.00595483107291763
ENSG00000069696	DRD4	-0.2	0.753443241580508
ENSG00000069764	PLA2G10	0.2	0.722105541992861
ENSG00000069812	HES2	0.5	0.306370378284512
ENSG00000069849	ATP1B3	0.7	8.9797997831406E-5
ENSG00000069869	NEDD4	-0.2	0.364871853822527
ENSG00000069943	PIGB	-0.1	0.742018541088721
ENSG00000069956	MAPK6	-0.3	0.124334699089664
ENSG00000069966	GNB5	0.1	0.728250168282752
ENSG00000069974	RAB27A	0.2	0.331326909099052
ENSG00000069998	HDHD5	0.1	0.895600176453186
ENSG00000070010	UFD1	0.1	0.630885676933465
ENSG00000070018	LRP6	-0.1	0.426042303105879
ENSG00000070019	GUCY2C	-0.1	0.58250477104277
ENSG00000070047	PHRF1	-0.5	0.0091311183464731
ENSG00000070061	ELP1	-0.4	0.0182878074582382
ENSG00000070081	NUCB2	0.5	0.130749889561891
ENSG00000070087	PFN2	-0.4	0.209691528275223
ENSG00000070159	PTPN3	-0.3	0.0669734876333904
ENSG00000070190	DAPP1	0.1	0.850438229541231
ENSG00000070193	FGF10	0.9	0.0247185629304107
ENSG00000070214	SLC44A1	0.2	0.157244819229432
ENSG00000070269	TMEM260	-0.1	0.776504386037156
ENSG00000070366	SMG6	-0.1	0.622030764772568
ENSG00000070367	EXOC5	-0.2	0.475492162440746
ENSG00000070371	CLTCL1	-0.7	0.0281076157141694
ENSG00000070413	DGCR2	0.1	0.643533755436326
ENSG00000070423	RNF126	0.4	0.418709577525367
ENSG00000070444	MNT	-0.1	0.787746997939369
ENSG00000070476	ZXDC	0.1	0.790302406552538
ENSG00000070501	POLB	0.3	0.347690671352891
ENSG00000070540	WIPI1	-0.3	0.319303430914302
ENSG00000070601	FRMPD1	0.1	0.842807065272292
ENSG00000070610	GBA2	-0.5	7.60545414021953E-5
ENSG00000070669	ASNS	0.1	0.931875801534682
ENSG00000070718	AP3M2	0.4	0.221723163262291
ENSG00000070729	CNGB1	-0.5	0.307378903154367
ENSG00000070731	ST6GALNAC2	-0.6	0.289950586537317
ENSG00000070756	PABPC1	0.2	0.093699008284348
ENSG00000070759	TESK2	-0.1	0.898166739801958
ENSG00000070761	CFAP20	-0.2	0.772325241109702
ENSG00000070770	CSNK2A2	-0.1	0.558012346070501
ENSG00000070778	PTPN21	-0.2	0.429556322623912
ENSG00000070808	CAMK2A	0.5	0.178342060552364
ENSG00000070814	TCOF1	0.8	0.00155522554269412
ENSG00000070831	CDC42	0.5	0.0739534216664263
ENSG00000070915	SLC12A3	-0.1	0.901192354742982
ENSG00000070961	ATP2B1	-0.1	0.804421335311242
ENSG00000071051	NCK2	0.5	0.00402993986240092
ENSG00000071054	MAP4K4	-0.1	0.815188987989443
ENSG00000071073	MGAT4A	-0.2	0.0949310738580512
ENSG00000071127	WDR1	-0.1	0.371687750264216
ENSG00000071189	SNX13	0.4	0.0181832716656431
ENSG00000071242	RPS6KA2	0.3	0.121921117518142
ENSG00000071243	ING3	0.1	0.803876830033028
ENSG00000071246	VASH1	-0.2	0.557509593987349
ENSG00000071282	LMCD1	0.7	0.0194257098559086
ENSG00000071537	SEL1L	0.4	4.22300622252107E-5
ENSG00000071539	TRIP13	0.1	0.873056269023613
ENSG00000071564	TCF3	-0.1	0.795106352404709
ENSG00000071575	TRIB2	0.5	0.00646878188578101
ENSG00000071626	DAZAP1	0.2	0.421637232136686
ENSG00000071655	MBD3	0.4	0.303220407606679
ENSG00000071794	HLTF	-0.1	0.872157656047389
ENSG00000071859	FAM50A	-0.2	0.60414709831559
ENSG00000071889	FAM3A	-0.4	0.0495695728574168
ENSG00000071894	CPSF1	-0.2	0.435379371345332
ENSG00000071967	CYBRD1	-0.2	0.322390538047826
ENSG00000071991	CDH19	-0.3	0.467572922597993
ENSG00000072042	RDH11	0.3	0.401502784401531
ENSG00000072062	PRKACA	0.2	0.485909788097686
ENSG00000072110	ACTN1	0.3	0.226929527113375
ENSG00000072121	ZFYVE26	-0.3	0.0938407247796031
ENSG00000072133	RPS6KA6	0.3	0.425819824561948
ENSG00000072134	EPN2	0.2	0.385542224529437
ENSG00000072135	PTPN18	0.2	0.322967271575741
ENSG00000072163	LIMS2	-0.2	0.669097994019182
ENSG00000072195	SPEG	0.2	0.635500819860574
ENSG00000072201	LNX1	-0.1	0.730742337872021
ENSG00000072210	ALDH3A2	-0.3	0.0648238351097017
ENSG00000072274	TFRC	0.1	0.663176177737201
ENSG00000072310	SREBF1	-0.2	0.627246191406802
ENSG00000072315	TRPC5	-0.7	0.0961709727936424
ENSG00000072364	AFF4	0.1	0.664230870955324
ENSG00000072401	UBE2D1	0.2	0.554208071250487
ENSG00000072506	HSD17B10	-0.4	0.376910094429414
ENSG00000072518	MARK2	0.3	0.205507941039605
ENSG00000072609	CHFR	-0.2	0.459081013530507
ENSG00000072657	TRHDE	-0.4	0.177748053420682
ENSG00000072682	P4HA2	-0.3	0.235832016374459
ENSG00000072694	FCGR2B	-0.1	0.842082233880556
ENSG00000072736	NFATC3	-0.4	0.0128703229723998
ENSG00000072756	TRNT1	-0.1	0.685000005580896
ENSG00000072778	ACADVL	-0.1	0.58542344090294
ENSG00000072786	STK10	0.1	0.776504386037156
ENSG00000072803	FBXW11	0.1	0.710590248238582
ENSG00000072818	ACAP1	0.3	0.327830220424495
ENSG00000072832	CRMP1	-0.4	0.0439644484035378
ENSG00000072840	EVC	-0.8	3.45981274852236E-4
ENSG00000072849	DERL2	-0.1	0.777177819641829
ENSG00000072864	NDE1	0.2	0.489505739087783
ENSG00000072952	MRVI1	0.1	0.639009479398522
ENSG00000072954	TMEM38A	0.7	0.189834203668848
ENSG00000072958	AP1M1	-0.2	0.342408009893007
ENSG00000073008	PVR	-0.6	0.00406967566930347
ENSG00000073050	XRCC1	-0.3	0.306370378284512
ENSG00000073060	SCARB1	0.1	0.881064457844579
ENSG00000073111	MCM2	-0.8	0.0606130813895647
ENSG00000073146	MOV10L1	0.2	0.71516849097122
ENSG00000073169	SELENOO	0.2	0.797237396928208
ENSG00000073282	TP63	-0.7	0.158785237408515
ENSG00000073331	ALPK1	0.2	0.225930759877195
ENSG00000073350	LLGL2	0.2	0.652320574256192
ENSG00000073417	PDE8A	-0.2	0.274925134365806
ENSG00000073464	CLCN4	0.1	0.947772967375328
ENSG00000073536	NLE1	-0.3	0.526271658109613
ENSG00000073578	SDHA	-0.5	3.55988749174106E-6
ENSG00000073584	SMARCE1	0.2	0.424195791156361
ENSG00000073605	GSDMB	0.1	0.67663174960174
